ticker,kind,strike,expiry_date,expiry,mid,market_iv,atm_iv,hist_vol,iv_vs_atm,iv_vs_hist,signal
QQQ,call,640.0,2026-08-21,0.1753,109.96,33.18,25.1,26.39,8.08,6.79,IV elevated vs ATM skew
QQQ,call,650.0,2026-08-21,0.1753,101.445,32.81,25.1,26.39,7.72,6.42,IV elevated vs ATM skew
QQQ,call,670.0,2026-08-21,0.1753,83.575,30.23,25.1,26.39,5.13,3.84,IV elevated vs ATM skew
QQQ,put,630.0,2026-08-21,0.1753,5.15,32.84,24.39,26.39,8.44,6.45,IV elevated vs ATM skew
QQQ,put,635.0,2026-08-21,0.1753,5.54,32.37,24.39,26.39,7.97,5.98,IV elevated vs ATM skew
QQQ,put,640.0,2026-08-21,0.1753,5.975,31.92,24.39,26.39,7.53,5.53,IV elevated vs ATM skew
QQQ,put,645.0,2026-08-21,0.1753,6.43,31.46,24.39,26.39,7.07,5.07,IV elevated vs ATM skew
QQQ,put,650.0,2026-08-21,0.1753,6.955,31.05,24.39,26.39,6.66,4.66,IV elevated vs ATM skew
QQQ,put,655.0,2026-08-21,0.1753,7.505,30.61,24.39,26.39,6.22,4.22,IV elevated vs ATM skew
QQQ,put,660.0,2026-08-21,0.1753,8.13,30.22,24.39,26.39,5.83,3.83,IV elevated vs ATM skew
QQQ,put,665.0,2026-08-21,0.1753,8.775,29.8,24.39,26.39,5.4,3.41,IV elevated vs ATM skew
QQQ,put,635.0,2026-08-31,0.2027,6.66,31.98,24.59,26.39,7.39,5.59,IV elevated vs ATM skew
QQQ,put,640.0,2026-08-31,0.2027,7.155,31.57,24.59,26.39,6.98,5.18,IV elevated vs ATM skew
QQQ,put,650.0,2026-08-31,0.2027,8.215,30.71,24.59,26.39,6.12,4.32,IV elevated vs ATM skew
QQQ,put,655.0,2026-08-31,0.2027,8.82,30.3,24.59,26.39,5.71,3.91,IV elevated vs ATM skew
QQQ,put,660.0,2026-08-31,0.2027,9.51,29.94,24.59,26.39,5.35,3.55,IV elevated vs ATM skew
QQQ,call,640.0,2026-09-18,0.2521,116.59,33.95,25.89,26.39,8.06,7.56,IV elevated vs ATM skew
QQQ,call,650.0,2026-09-18,0.2521,107.96,33.02,25.89,26.39,7.13,6.63,IV elevated vs ATM skew
QQQ,call,660.0,2026-09-18,0.2521,98.845,31.48,25.89,26.39,5.59,5.09,IV elevated vs ATM skew
QQQ,put,630.0,2026-09-18,0.2521,8.19,31.94,24.94,26.39,7.0,5.55,IV elevated vs ATM skew
QQQ,put,635.0,2026-09-18,0.2521,8.76,31.6,24.94,26.39,6.66,5.21,IV elevated vs ATM skew
QQQ,put,640.0,2026-09-18,0.2521,9.34,31.23,24.94,26.39,6.29,4.84,IV elevated vs ATM skew
QQQ,put,645.0,2026-09-18,0.2521,9.96,30.86,24.94,26.39,5.92,4.47,IV elevated vs ATM skew
QQQ,put,650.0,2026-09-18,0.2521,10.655,30.53,24.94,26.39,5.59,4.14,IV elevated vs ATM skew
QQQ,put,655.0,2026-09-18,0.2521,11.32,30.12,24.94,26.39,5.18,3.73,IV elevated vs ATM skew
QQQ,call,640.0,2026-09-30,0.2849,117.345,32.14,25.67,26.39,6.47,5.75,IV elevated vs ATM skew
QQQ,put,635.0,2026-09-30,0.2849,10.185,31.47,25.14,26.39,6.34,5.08,IV elevated vs ATM skew
QQQ,put,640.0,2026-09-30,0.2849,10.82,31.12,25.14,26.39,5.99,4.73,IV elevated vs ATM skew
QQQ,put,650.0,2026-09-30,0.2849,12.2,30.42,25.14,26.39,5.28,4.02,IV elevated vs ATM skew
QQQ,call,635.0,2026-10-16,0.3288,124.54,32.37,26.11,26.39,6.27,5.98,IV elevated vs ATM skew
QQQ,put,630.0,2026-10-16,0.3288,11.43,31.72,25.46,26.39,6.26,5.33,IV elevated vs ATM skew
QQQ,put,635.0,2026-10-16,0.3288,12.09,31.39,25.46,26.39,5.93,5.0,IV elevated vs ATM skew
QQQ,put,640.0,2026-10-16,0.3288,12.79,31.06,25.46,26.39,5.6,4.67,IV elevated vs ATM skew
QQQ,put,645.0,2026-10-16,0.3288,13.52,30.72,25.46,26.39,5.26,4.33,IV elevated vs ATM skew
QQQ,call,630.0,2026-12-18,0.5014,140.8,33.35,27.03,26.39,6.32,6.96,IV elevated vs ATM skew
QQQ,call,650.0,2026-12-18,0.5014,124.765,32.08,27.03,26.39,5.05,5.69,IV elevated vs ATM skew
QQQ,call,630.0,2026-12-31,0.537,141.825,32.55,26.87,26.39,5.68,6.16,IV elevated vs ATM skew
